document,page,date,title,studio,type,text
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,hold by HQMC for training funds
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Anticipate a full answer by mid-May for
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,locations and training schedule.
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,“” — PBS: Triple Threat Television interviewed Marine poolees at RS
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,Denver alongside WWII Marine pilots on 22 Dec
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,Documentary covers the pilots that
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,crashed into the Pacific and their survival story
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,The goal is to have these pilots speak
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,with upcoming recruits and what the title of “Marine” means to them
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,DSA executed.
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,Denver OSO (PAO) escorted film crew
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,Awaiting rough cut
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,Email conversation with
USMC-ELOreport-May2011.pdf,5,,Operation Flintlock,,DOCUMENTARIES,production on 4 May has feature in edit with unknown completion date.
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,"“” -: Out In Front Productions, LLC is requesting to"
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,interview key personnel with the Marine History Division and film the negatives of the
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,first flag raising on lwo Jima along with b-roll establishment footage of the base
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,The
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,documentary focuses on the untold story of the very first flag raisers that were
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,overshadowed by the Marines and sailors during Rosenthal’s photo shoot
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,They are
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,requesting to film Nov
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,1-2 at the Marine History Division
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,DSA executed
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,MCB
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,Quantico escorted film crew
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,Producers informed LAPA their rough cut will be ready
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,Fall 2011
USMC-ELOreport-May2011.pdf,6,,Forgotten Flag Raisers,Independent,DOCUMENTARIES,LAPA contacted producers 17 May for rough cut update.
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,“” -: Hodierne Productions LLC is producing a
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,character-driven documentary about Marines serving in Afghanistan
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,The two-hour film
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,focuses on three main characters and about six supporting characters from 2nd
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,"Platoon, A Co., 2/1"
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,Production is experiencing budgeting issues and is unable to finish
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,a rough cut by the original expected date
USMC-ELOreport-May2011.pdf,6,,Combat Outpost: Afghanistan,PBS,DOCUMENTARIES,Anticipate rough cut in summer 2011.
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,“” — Independent Release: Producer Dave Scantling’s film documents
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,1/5’s operations in Helmand Province
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,Scantling conducted one final interview Feb
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,24
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,at 1/5’s headquarters area
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,Producer informed LAPA 16 May that production is
USMC-ELOreport-May2011.pdf,6,,Patrol Base Jaker,,DOCUMENTARIES,wrapping up and will inform us when rough cut is available.
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,“” — Military Channel: SFR Productions is producing a
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,documentary using Marine Corps Museum footage and photographs to highlight the
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,"island-hopping campaign of World War II, with a focus on the struggle endured by the"
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,men fighting in the South Pacific
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,DSA executed and production is working with the
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,USMC museum to obtain materials
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,Production is currently in the editing process.
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,Reviewed the initial half of the show on 1 Feb
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,with no discrepancies
USMC-ELOreport-May2011.pdf,6,,Marines in the South Pacific,,DOCUMENTARIES,Producer is
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,“” — Military Channel: Harris Done Productions interviewed 
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,trainers at Lackland AFB and CPEN to highlight modern day combat with K-9s
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,DSA
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,executed
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,Final interview completed in 10 Nov 2010
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,Production is in the editing
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,process as of 30 Apr
USMC-ELOreport-May2011.pdf,7,,Marine K-9,,DOCUMENTARIES,Rough cut expected around end of June.
USMC-ELOreport-May2011.pdf,7,,Marine,,VIDEO GAMES,“” —  Corps: Working icw Trademark & Licensing office in the
USMC-ELOreport-May2011.pdf,7,,Marine,,VIDEO GAMES,development of a video game that takes the player through historic points
USMC-ELOreport-May2011.pdf,7,,Marine,,VIDEO GAMES,throughout Marine Corps history
USMC-ELOreport-May2011.pdf,7,,Marine,,VIDEO GAMES,Will conduct several meetings during E3 and
USMC-ELOreport-May2011.pdf,7,,Marine,,VIDEO GAMES,the Licensing Expo in June.
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,“” -: Producers have requested to use Marine
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,Corps trademarked items for the video game
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,LA PA is currently awaiting a Beta
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,version to determine suitability
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,Game pits the Marine Corps against ‘a Chinese
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,faction’
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,Met with producers 20 Apr to view game and to discuss opportunities
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,with Operation Flashpoint 3 which will begin production this summer
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,No formal
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,support is being offered to Operation Flashpoint 2 due to anti-China sentiment.
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,“Call of Duty 5’—Infinity Ward: LA PA met with Executive Producer this week to
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,discuss support
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,"Company would like access to a Tank, and LCAC, and a C-130."
USMC-ELOreport-May2011.pdf,7,,Operation Flashpoint 2,Codemasters,VIDEO GAMES,Currently awaiting more information about the game in order to make decision.
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,“” — No distribution: Producers requested to film a Marine expert in
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,sexually traumatic incidents relating to PTSD in female service members
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,Due to
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,"the lack of distribution, LAPA denied their request May 19, but has offered to"
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,send them an official response on how the Marine Corps investigates rape
USMC-ELOreport-May2011.pdf,7,,Women of War,,DENIED REQUESTS,allegations.
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,“” — MTV: Producers with MTV requested to film a Marine homecoming with
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,CLB-26
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,The show’s star is the sister of the Marine
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,LAPA denied the request
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,"because there it has very little to do with the Marine Corps, and also the lack of"
USMC-ELOreport-May2011.pdf,7,,MADE,,DENIED REQUESTS,availability to support due to the high operational tempo of LAPA and IMEF.
USMC-ELOreport-May2011.pdf,7,,Hoarders: Buried Alive,,DENIED REQUESTS,"“” — TLC: Discovery Studios, LLC is requested 10 Marines to"
USMC-ELOreport-May2011.pdf,7,,Hoarders: Buried Alive,,DENIED REQUESTS,participate in an upcoming episode
USMC-ELOreport-May2011.pdf,7,,Hoarders: Buried Alive,,DENIED REQUESTS,"A retired gunnery sergeant, living in Hooper’s"
USMC-ELOreport-May2011.pdf,7,,Hoarders: Buried Alive,,DENIED REQUESTS,"Island, MD needs help removing multiple projects he has left in his yard"
USMC-ELOreport-May2011.pdf,7,,Hoarders: Buried Alive,,DENIED REQUESTS,The production
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,“” — Warner Bros: Spy Thriller with Denzel Washington
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,Production has
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,asked for limited support in ensuring accuracy of script/uniforms for scene where MSG
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,Marines at an embassy secure a CIA spy
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,Have reviewed uniforms and extra’s serving
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,as Marines
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,Scenes were shot on 18 Apr
USMC-ELOreport-May2011.pdf,8,,Safe House,,PENDING AIR DATE,Date of release is TBD.
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,“” — Warner Bros: Motion Picture about a Marine who returns to North
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,Carolina after serving three tours in Iraq and searches for the unknown woman he
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,believes was his good luck charm during the war
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,Zach Efron is playing the lead
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,Marine
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,Assistance by MARFORRES was provided during 17-23 December in the way
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,of vehicles and one UH-1 Huey
USMC-ELOreport-May2011.pdf,8,,The Lucky One,,PENDING AIR DATE,Movie is set to come out in Fall of 2012.
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,“” — Mayfair Films: Producers from Mayfair Film Partnership
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,"and Vanity Projects approached LA PA concerning a film featuring Russell Brand, an"
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,award-winning comic and actor
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,"In the feature, Brand will use his own experience of"
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,aspiring and achieving fame to address wider cultural issues and explore how our
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,quality of life has been affected by celebrity and new media
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,SOI-W supported with the
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,shoot in May 2010
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,Picture is still in post-production and LA PA is waiting rough cut
USMC-ELOreport-May2011.pdf,8,,In The Pursuit of Happiness,,PENDING AIR DATE,screenings.
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,"“” — Universal Pictures: Taken from the concept of the childhood game, a"
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,force of aliens attack the infrastructure of Earth by first destroying the military
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,capabilities of the U.S
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,Distribution is in place
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,Navy LA PA has lead
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,Support
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,complete at MCB Kaneohe Bay on 8 Oct
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,Production went smoothly and was well
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,received by base command
USMC-ELOreport-May2011.pdf,8,,Battleship,,PENDING AIR DATE,Movie is set to be released summer 2011.
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,“” — Columbia Pictures: Film tells the true story of Oakland A's general
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,manager Billy Beane
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,"Brad Pitt, Phillip Seymour Hoffman and Robin Wright star"
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,LA PA
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,provided a color guard and a Flag Detail for a scene depicting opening day of the 2002
USMC-ELOreport-May2011.pdf,8,,Moneyball,,PENDING AIR DATE,MLB season at Oakland Coliseum.
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,“” — Paramount Pictures: | MEF provided three MTVRs and six Marines
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,from 7-11 June in Long Beach
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,OSD PA asked for permission to use footage from T2 in
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,"T3, which was granted"
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,LA PA viewed the rough cut May 5; no issues with Marine
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,depictions
USMC-ELOreport-May2011.pdf,8,,Transformers 3,,PENDING AIR DATE,In theaters July 1.
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,“” — Discovery Channel: Dangerous Entertainment interviewed (°°)
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,"(°°) HQMC, about amphibious operations, specifically beach raids similar to that of"
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,Omaha Beach on D-Day
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,DSA executed
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,Interview completed 29 April
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,Production
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,also interviewed °°) on 5 Oct
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,to supplement footage
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,Reviewed
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,rough cut on 28 Feb with no discrepancies
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,Email response from production on 3
USMC-ELOreport-May2011.pdf,9,,Surviving D-Day,,PENDING AIR DATE,May has no set air date.
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,“” — Outdoor Channel: Winnercomm Productions filmed three
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,"Marines from the Wounded Warrior Regiment, Quantico, on a hunt in an effort to help"
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,provide recreational rehabilitation opportunities to wounded veterans
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,PAA executed.
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,Filming completed in mid-Dec
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,Email correspondence on 1 Feb has the production in
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,the editing process
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,Reviewed rough cut on 5 May with no issues
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,"Awaiting air date,"
USMC-ELOreport-May2011.pdf,9,,Jim Zumbo Outdoors,,PENDING AIR DATE,anticipate June.
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,“” — PBS: FourPoints Television Productions requests to interview F/A-18 pilots
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,and the base museum curator at MCAS Miramar Nov
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,9th
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,The pilot questions would
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,be focused around what it takes to be a fighter pilot and the museum curator’s
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,"questions would be about the base’s history, significance and importance in today’s"
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,military
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,DSA executed
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,Miramar PA escorted crew Nov
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,"9, and all went well"
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,Reviewed
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,rough cut 14 Apr with no discrepancies
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,Producers informed LAPA 16 May there
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,were no updates
USMC-ELOreport-May2011.pdf,9,,Aviators,,PENDING AIR DATE,Awaiting air date in September.
